sepal_length,sepal_width,petal_length,petal_width,species
6.189228662524282,3.070195333947215,4.573907067426613,1.3313696854312684,versicolor
5.8064421116073035,2.792176278952848,4.034331855189603,1.2019520546865001,versicolor
4.974349810470846,2.0740867800063794,3.2111139859765605,0.8753492983271668,versicolor
5.670909919069104,2.9282838989468747,4.236669211937168,1.3091628184114683,versicolor
5.714642223870209,3.1012627710534724,3.977417355138693,0.9579187508727534,versicolor
5.77331211757588,2.8687861453608203,4.144501573035199,1.3606407729427696,versicolor
6.037454114989416,2.967180579951778,4.289339372930353,1.436483120387209,versicolor
5.0046015670887645,2.6506022701741374,2.9227307260096156,1.0630009210263447,versicolor
5.798757779277995,2.8406165716768355,3.9903388572117198,1.2984161286058844,versicolor
6.064238256347381,3.3412539155883643,5.904086062988209,2.5214653157347655,virginica
5.961370954084928,2.7595849141417244,5.0199676761889656,1.984141185911032,virginica
6.790632796004608,3.2328093384724093,5.728217019664416,1.9987109654909272,virginica
6.371238602642085,2.952082580646338,5.685887533079203,1.7147822886829593,virginica
6.528955774045406,3.042035753081566,5.8018257064361585,2.2730778589162286,virginica
7.558952910889527,2.8440948763753573,6.471551266921159,1.9991051069193795,virginica
4.972071069351718,2.4414815383926194,4.502972738042231,1.6595244432610665,virginica
7.401456153135674,2.9911377623466873,6.207977222371222,1.760231561359471,virginica
6.883332501084344,2.521448344170481,5.808199456387708,1.7038391212746902,virginica
7.233085610745385,3.3645305074981664,5.956956864468116,2.5446700730529592,virginica
6.621883771702875,3.331047746554614,5.095536926575326,1.8825327143571498,virginica
6.548757362942526,2.552678692748527,5.359853509155082,2.0842851569481535,virginica
6.794665124812704,2.9305107606839473,5.655067540501317,2.0897740267966767,virginica
5.823204004275461,2.4301986597492857,5.1390935963972835,1.851196517113745,virginica
5.801539502240169,2.9433980903460815,5.25864077848016,2.3887111246663775,virginica
6.372980635872893,3.2500244719141267,5.3629204427947315,2.2370260888111515,virginica
6.674704255874347,3.0048430632314687,5.516271539659028,1.760445658353307,virginica
7.696718414272156,3.7481011156424344,6.887927420843289,2.1552247812204506,virginica
7.779546739547041,2.541440107032613,6.867872562297677,2.4388915360740113,virginica
5.884684111749674,2.05040147802414,4.939648988458403,1.6378853373824427,virginica
6.836815774457345,3.199920731950403,5.695837089341541,2.241031565636836,virginica
5.580794977691347,2.6247595792038303,4.825180905835023,1.9711702680039986,virginica
7.583797583055742,3.009609161841143,6.660073027828285,1.9690196782026705,virginica
6.2013288106589455,2.8925703606999176,4.9276607159675985,1.9294722258820116,virginica
6.656755930323515,3.393441908455806,5.632627563176972,1.928550438343889,virginica
7.038392207379169,3.1453206932237436,5.939518752294025,1.8762487681260658,virginica
6.286198597051826,3.005036401178878,4.68179707766958,1.8823929180327248,virginica
6.100093613945614,2.9154089194996553,4.929764681615169,1.7831487059677367,virginica
6.33300046362029,2.7237450816435094,5.652476468391017,2.211652380794431,virginica
7.194856882744337,2.9760340177258238,5.814505440232695,1.4428770878003856,virginica
7.5316458368806956,2.8184012660037783,6.186487708391455,1.9173720500664748,virginica
7.8674691265220655,3.792904778441174,6.400752955816117,2.1004135848185514,virginica
6.267045830062598,2.8376687326411996,5.679532984956202,2.336502045645938,virginica
6.287310822743121,2.8418736072249926,4.973777312033464,1.5294205958894378,virginica
6.18541970331152,2.5678758806307838,5.603823370287991,1.3924547190430294,virginica
7.774438995536437,2.9713320449567706,6.1998058079794545,2.3413292550927123,virginica
6.382617797131658,3.384446335280117,5.71914478363725,2.302309300365644,virginica
6.4508918277442335,3.2007130233985777,5.427621995682157,1.8198656003723228,virginica
6.028954001927081,2.998918328114499,4.809599061404654,1.8256398382682741,virginica
6.844441300703578,3.160594291578147,5.4925290131875,2.0875289864836315,virginica
6.730219177506935,3.170285685415044,5.618163885258895,2.3888990618044073,virginica
7.032332457075048,3.074408755627743,5.066267341883798,2.3336003573402953,virginica
5.875661037567603,2.664300309390694,4.97124183328998,1.8090678241491214,virginica
6.689392410999359,3.3376791916398822,5.885238298250824,2.2072907916881275,virginica
6.778131519403871,3.3276967166904794,5.798491527175984,2.5547474848675553,virginica
6.6622190094196165,3.0668879496485086,5.213900454877359,2.311264945867631,virginica
6.312007295779413,2.3604065083869106,5.042957559948285,1.9191005823762444,virginica
6.677225857871811,3.0762762388509257,5.250011496016968,1.9862082969259465,virginica
6.160539781116816,3.532689192979799,5.414464113061701,2.445176630553298,virginica
5.963911861071213,3.048637333067755,5.16844659092501,1.6660347443521222,virginica
